,question,answer
2.3505260840776553e+180,What campaigns used attack technique 'T1021.007: Cloud Services'?,The campaigns that used attack technique 'T1021.007: Cloud Services' were: 'C0027: C0027'
1.2169800160942615e-152,What campaigns used attack technique 'T1578.002: Create Cloud Instance'?,The campaigns that used attack technique 'T1578.002: Create Cloud Instance' were: 'C0027: C0027'
3.1564233815036595e+180,What campaigns used attack technique 'T1589.001: Credentials'?,"The campaigns that used attack technique 'T1589.001: Credentials' were: 'C0024: SolarWinds Compromise', 'C0027: C0027'"
1.675014990079936e+243,What campaigns used attack technique 'T1003.006: DCSync'?,"The campaigns that used attack technique 'T1003.006: DCSync' were: 'C0014: Operation Wocao', 'C0024: SolarWinds Compromise', 'C0027: C0027'"
3.09076213843446e+169,What campaigns used attack technique 'T1530: Data from Cloud Storage'?,The campaigns that used attack technique 'T1530: Data from Cloud Storage' were: 'C0027: C0027'
1.1429657628999756e+243,What campaigns used attack technique 'T1098.005: Device Registration'?,"The campaigns that used attack technique 'T1098.005: Device Registration' were: 'C0024: SolarWinds Compromise', 'C0027: C0027'"
3.1013053512588754e+169,What campaigns used attack technique 'T1087.003: Email Account'?,The campaigns that used attack technique 'T1087.003: Email Account' were: 'C0027: C0027'
4.751123919092899e+233,What campaigns used attack technique 'T1656: Impersonation'?,"The campaigns that used attack technique 'T1656: Impersonation' were: 'C0022: Operation Dream Job', 'C0027: C0027'"
3.983861016248617e+252,What campaigns used attack technique 'T1621: Multi-Factor Authentication Request Generation'?,The campaigns that used attack technique 'T1621: Multi-Factor Authentication Request Generation' were: 'C0027: C0027'
1.8767345311535357e-152,What campaigns used attack technique 'T1213.002: Sharepoint'?,The campaigns that used attack technique 'T1213.002: Sharepoint' were: 'C0027: C0027'
9.001144736950528e+223,What campaigns used attack technique 'T1598.001: Spearphishing Service'?,The campaigns that used attack technique 'T1598.001: Spearphishing Service' were: 'C0027: C0027'
1.1736312448251693e+214,What campaigns used attack technique 'T1598.004: Spearphishing Voice'?,The campaigns that used attack technique 'T1598.004: Spearphishing Voice' were: 'C0027: C0027'
4.074708840174385e+223,What campaigns used attack technique 'T1566.004: Spearphishing Voice'?,The campaigns that used attack technique 'T1566.004: Spearphishing Voice' were: 'C0027: C0027'
9.316728353116159e+242,What campaigns used attack technique 'T1546.012: Image File Execution Options Injection'?,The campaigns that used attack technique 'T1546.012: Image File Execution Options Injection' were: 'C0032: C0032'
4.081393827649906e+223,What campaigns used attack technique 'T1021.004: SSH'?,"The campaigns that used attack technique 'T1021.004: SSH' were: 'C0029: Cutting Edge', 'C0032: C0032'"
5.3380409725281e+184,What campaigns used attack technique 'T1070.006: Timestomp'?,"The campaigns that used attack technique 'T1070.006: Timestomp' were: 'C0024: SolarWinds Compromise', 'C0029: Cutting Edge', 'C0032: C0032'"
3.5175694852638613e+180,What campaigns used attack technique 'T1583.003: Virtual Private Server'?,The campaigns that used attack technique 'T1583.003: Virtual Private Server' were: 'C0032: C0032'
8.518834177319063e+223,What campaigns used attack technique 'T1090.003: Multi-hop Proxy'?,"The campaigns that used attack technique 'T1090.003: Multi-hop Proxy' were: 'C0004: CostaRicto', 'C0014: Operation Wocao'"
4.175247945260657e+199,What campaigns used attack technique 'T1059: Command and Scripting Interpreter'?,"The campaigns that used attack technique 'T1059: Command and Scripting Interpreter' were: 'C0005: Operation Spalax', 'C0029: Cutting Edge'"
6.63070304215825e+265,What campaigns used attack technique 'T1071.004: DNS'?,The campaigns that used attack technique 'T1071.004: DNS' were: 'C0029: Cutting Edge'
3.170958566151077e+180,What campaigns used attack technique 'T1078.002: Domain Accounts'?,"The campaigns that used attack technique 'T1078.002: Domain Accounts' were: 'C0002: Night Dragon', 'C0012: Operation CuckooBees', 'C0014: Operation Wocao', 'C0023: Operation Ghost', 'C0024: SolarWinds Compromise', 'C0029: Cutting Edge'"
2.316340075090374e-152,What campaigns used attack technique 'T1027.013: Encrypted/Encoded File'?,"The campaigns that used attack technique 'T1027.013: Encrypted/Encoded File' were: 'C0002: Night Dragon', 'C0005: Operation Spalax', 'C0006: Operation Honeybee', 'C0016: Operation Dust Storm', 'C0022: Operation Dream Job', 'C0029: Cutting Edge'"
1.0100730058958035e+261,What campaigns used attack technique 'T1070: Indicator Removal'?,"The campaigns that used attack technique 'T1070: Indicator Removal' were: 'C0024: SolarWinds Compromise', 'C0029: Cutting Edge'"
1.4691553309220213e+195,What campaigns used attack technique 'T1003.003: NTDS'?,The campaigns that used attack technique 'T1003.003: NTDS' were: 'C0029: Cutting Edge'
6.0139151971407e-154,What campaigns used attack technique 'T1584.008: Network Devices'?,The campaigns that used attack technique 'T1584.008: Network Devices' were: 'C0029: Cutting Edge'
1.1063994902512607e+200,What campaigns used attack technique 'T1059.006: Python'?,"The campaigns that used attack technique 'T1059.006: Python' were: 'C0014: Operation Wocao', 'C0029: Cutting Edge'"
2.047466000390219e+161,What campaigns used attack technique 'T1594: Search Victim-Owned Websites'?,The campaigns that used attack technique 'T1594: Search Victim-Owned Websites' were: 'C0029: Cutting Edge'
9.538425889377052e+189,What campaigns used attack technique 'T1205: Traffic Signaling'?,The campaigns that used attack technique 'T1205: Traffic Signaling' were: 'C0029: Cutting Edge'
1.485117937947243e+161,What campaigns used attack technique 'T1595.002: Vulnerability Scanning'?,The campaigns that used attack technique 'T1595.002: Vulnerability Scanning' were: 'C0029: Cutting Edge'
1.1419922450902638e+243,What campaigns used attack technique 'T1056.003: Web Portal Capture'?,"The campaigns that used attack technique 'T1056.003: Web Portal Capture' were: 'C0029: Cutting Edge', 'C0030: Triton Safety Instrumented System Attack'"
2.4594324502297827e+198,What campaigns used attack technique 'T1119: Automated Collection'?,"The campaigns that used attack technique 'T1119: Automated Collection' were: 'C0001: Frankenstein', 'C0014: Operation Wocao'"
1.1415640804194682e+243,What campaigns used attack technique 'T1020: Automated Exfiltration'?,The campaigns that used attack technique 'T1020: Automated Exfiltration' were: 'C0001: Frankenstein'
1.3876000341292786e+219,What campaigns used attack technique 'T1203: Exploitation for Client Execution'?,"The campaigns that used attack technique 'T1203: Exploitation for Client Execution' were: 'C0001: Frankenstein', 'C0016: Operation Dust Storm'"
2.676398356521168e+92,What campaigns used attack technique 'T1127.001: MSBuild'?,The campaigns that used attack technique 'T1127.001: MSBuild' were: 'C0001: Frankenstein'
6.013471755975472e-154,What campaigns used attack technique 'T1518.001: Security Software Discovery'?,"The campaigns that used attack technique 'T1518.001: Security Software Discovery' were: 'C0001: Frankenstein', 'C0014: Operation Wocao'"
7.804805603912037e+194,What campaigns used attack technique 'T1573.001: Symmetric Cryptography'?,"The campaigns that used attack technique 'T1573.001: Symmetric Cryptography' were: 'C0001: Frankenstein', 'C0022: Operation Dream Job'"
7.225986811610343e+159,What campaigns used attack technique 'T1497.001: System Checks'?,"The campaigns that used attack technique 'T1497.001: System Checks' were: 'C0001: Frankenstein', 'C0022: Operation Dream Job'"
6.914416455157634e+212,What campaigns used attack technique 'T1221: Template Injection'?,"The campaigns that used attack technique 'T1221: Template Injection' were: 'C0001: Frankenstein', 'C0022: Operation Dream Job'"
1.5423598072774736e+256,What campaigns used attack technique 'T1585.002: Email Accounts'?,"The campaigns that used attack technique 'T1585.002: Email Accounts' were: 'C0006: Operation Honeybee', 'C0007: FunnyDream', 'C0014: Operation Wocao', 'C0016: Operation Dust Storm', 'C0022: Operation Dream Job'"
5.287589352731714e+180,What campaigns used attack technique 'T1049: System Network Connections Discovery'?,"The campaigns that used attack technique 'T1049: System Network Connections Discovery' were: 'C0007: FunnyDream', 'C0012: Operation CuckooBees', 'C0014: Operation Wocao'"
6.520228890938107e+252,What campaigns used attack technique 'T1008: Fallback Channels'?,The campaigns that used attack technique 'T1008: Fallback Channels' were: 'C0002: Night Dragon'
5.775163511044325e+160,What campaigns used attack technique 'T1114.001: Local Email Collection'?,The campaigns that used attack technique 'T1114.001: Local Email Collection' were: 'C0002: Night Dragon'
1.2862550723900325e+248,What campaigns used attack technique 'T1550.002: Pass the Hash'?,The campaigns that used attack technique 'T1550.002: Pass the Hash' were: 'C0002: Night Dragon'
4.475938159545257e-91,What campaigns used attack technique 'T1110.002: Password Cracking'?,The campaigns that used attack technique 'T1110.002: Password Cracking' were: 'C0002: Night Dragon'
8.817556523459886e+199,What campaigns used attack technique 'T1074.002: Remote Data Staging'?,"The campaigns that used attack technique 'T1074.002: Remote Data Staging' were: 'C0002: Night Dragon', 'C0024: SolarWinds Compromise'"
3.536899625029579e+160,What campaigns used attack technique 'T1583.004: Server'?,"The campaigns that used attack technique 'T1583.004: Server' were: 'C0002: Night Dragon', 'C0006: Operation Honeybee', 'C0014: Operation Wocao', 'C0022: Operation Dream Job'"
1.2784949352386543e-152,What campaigns used attack technique 'T1584.004: Server'?,"The campaigns that used attack technique 'T1584.004: Server' were: 'C0002: Night Dragon', 'C0013: Operation Sharpshooter', 'C0022: Operation Dream Job'"
4.239691821028479e+175,What campaigns used attack technique 'T1574.002: DLL Side-Loading'?,The campaigns that used attack technique 'T1574.002: DLL Side-Loading' were: 'C0012: Operation CuckooBees'
2.255658532687667e+137,What campaigns used attack technique 'T1087.002: Domain Account'?,"The campaigns that used attack technique 'T1087.002: Domain Account' were: 'C0012: Operation CuckooBees', 'C0014: Operation Wocao', 'C0022: Operation Dream Job', 'C0024: SolarWinds Compromise'"
2.8702101048598163e+204,What campaigns used attack technique 'T1027.011: Fileless Storage'?,The campaigns that used attack technique 'T1027.011: Fileless Storage' were: 'C0012: Operation CuckooBees'
4.532588102002928e+217,What campaigns used attack technique 'T1547.006: Kernel Modules and Extensions'?,The campaigns that used attack technique 'T1547.006: Kernel Modules and Extensions' were: 'C0012: Operation CuckooBees'
5.834394963143983e+252,What campaigns used attack technique 'T1087.001: Local Account'?,The campaigns that used attack technique 'T1087.001: Local Account' were: 'C0012: Operation CuckooBees'
2.7966017848092946e-152,What campaigns used attack technique 'T1201: Password Policy Discovery'?,The campaigns that used attack technique 'T1201: Password Policy Discovery' were: 'C0012: Operation CuckooBees'
5.1312167329746764e+252,What campaigns used attack technique 'T1120: Peripheral Device Discovery'?,"The campaigns that used attack technique 'T1120: Peripheral Device Discovery' were: 'C0012: Operation CuckooBees', 'C0014: Operation Wocao'"
8.545231580334956e+194,What campaigns used attack technique 'T1007: System Service Discovery'?,"The campaigns that used attack technique 'T1007: System Service Discovery' were: 'C0012: Operation CuckooBees', 'C0014: Operation Wocao'"
9.821627676118896e+252,What campaigns used attack technique 'T1587.002: Code Signing Certificates'?,The campaigns that used attack technique 'T1587.002: Code Signing Certificates' were: 'C0022: Operation Dream Job'
7.273672313804953e+223,What campaigns used attack technique 'T1588.003: Code Signing Certificates'?,The campaigns that used attack technique 'T1588.003: Code Signing Certificates' were: 'C0022: Operation Dream Job'
4.36377118678242e+169,What campaigns used attack technique 'T1622: Debugger Evasion'?,The campaigns that used attack technique 'T1622: Debugger Evasion' were: 'C0022: Operation Dream Job'
3.131470178665677e-120,What campaigns used attack technique 'T1589: Gather Victim Identity Information'?,"The campaigns that used attack technique 'T1589: Gather Victim Identity Information' were: 'C0014: Operation Wocao', 'C0022: Operation Dream Job'"
6.960482323701298e+252,What campaigns used attack technique 'T1591: Gather Victim Org Information'?,The campaigns that used attack technique 'T1591: Gather Victim Org Information' were: 'C0022: Operation Dream Job'
1.4171807995922742e+190,What campaigns used attack technique 'T1505.004: IIS Components'?,The campaigns that used attack technique 'T1505.004: IIS Components' were: 'C0022: Operation Dream Job'
7.886087086050931e-119,What campaigns used attack technique 'T1591.004: Identify Roles'?,The campaigns that used attack technique 'T1591.004: Identify Roles' were: 'C0022: Operation Dream Job'
6.013471755964677e-154,What campaigns used attack technique 'T1534: Internal Spearphishing'?,The campaigns that used attack technique 'T1534: Internal Spearphishing' were: 'C0022: Operation Dream Job'
2.4372265701332117e-152,What campaigns used attack technique 'T1106: Native API'?,"The campaigns that used attack technique 'T1106: Native API' were: 'C0006: Operation Honeybee', 'C0013: Operation Sharpshooter', 'C0014: Operation Wocao', 'C0022: Operation Dream Job'"
8.521042985489578e+135,What campaigns used attack technique 'T1547.001: Registry Run Keys / Startup Folder'?,"The campaigns that used attack technique 'T1547.001: Registry Run Keys / Startup Folder' were: 'C0013: Operation Sharpshooter', 'C0022: Operation Dream Job'"
6.291701335173578e+233,What campaigns used attack technique 'T1593.001: Social Media'?,The campaigns that used attack technique 'T1593.001: Social Media' were: 'C0022: Operation Dream Job'
1.142965721512218e+243,What campaigns used attack technique 'T1585.001: Social Media Accounts'?,"The campaigns that used attack technique 'T1585.001: Social Media Accounts' were: 'C0022: Operation Dream Job', 'C0023: Operation Ghost'"
2.350532079633807e+180,What campaigns used attack technique 'T1566.003: Spearphishing via Service'?,The campaigns that used attack technique 'T1566.003: Spearphishing via Service' were: 'C0022: Operation Dream Job'
1.626910643757084e+219,What campaigns used attack technique 'T1614.001: System Language Discovery'?,The campaigns that used attack technique 'T1614.001: System Language Discovery' were: 'C0022: Operation Dream Job'
1.8115449815430461e-152,What campaigns used attack technique 'T1497.003: Time Based Evasion'?,The campaigns that used attack technique 'T1497.003: Time Based Evasion' were: 'C0022: Operation Dream Job'
