,question,answer
2.6626301756391224e-61,What campaigns used attack technique 'T1027: Obfuscated Files or Information'?,"The campaigns that used attack technique 'T1027: Obfuscated Files or Information' were: 'C0015: C0015', 'C0017: C0017', 'C0025: 2016 Ukraine Electric Power Attack'"
5.730002187362676e+228,What campaigns used attack technique 'T1059.001: PowerShell'?,"The campaigns that used attack technique 'T1059.001: PowerShell' were: 'C0001: Frankenstein', 'C0014: Operation Wocao', 'C0018: C0018', 'C0021: C0021', 'C0022: Operation Dream Job', 'C0024: SolarWinds Compromise', 'C0025: 2016 Ukraine Electric Power Attack', 'C0030: Triton Safety Instrumented System Attack', 'C0032: C0032', 'C0034: 2022 Ukraine Electric Power Attack'"
6.5201659766357745e+252,What campaigns used attack technique 'T1021.002: SMB/Windows Admin Shares'?,"The campaigns that used attack technique 'T1021.002: SMB/Windows Admin Shares' were: 'C0014: Operation Wocao', 'C0024: SolarWinds Compromise', 'C0025: 2016 Ukraine Electric Power Attack', 'C0029: Cutting Edge'"
6.013471755964594e-154,What campaigns used attack technique 'T1505.001: SQL Stored Procedures'?,The campaigns that used attack technique 'T1505.001: SQL Stored Procedures' were: 'C0025: 2016 Ukraine Electric Power Attack'
7.724847576222214e+228,What campaigns used attack technique 'T1027.002: Software Packing'?,"The campaigns that used attack technique 'T1027.002: Software Packing' were: 'C0002: Night Dragon', 'C0005: Operation Spalax', 'C0016: Operation Dust Storm', 'C0017: C0017', 'C0022: Operation Dream Job', 'C0025: 2016 Ukraine Electric Power Attack'"
9.162813857622698e-72,What campaigns used attack technique 'T1059.003: Windows Command Shell'?,"The campaigns that used attack technique 'T1059.003: Windows Command Shell' were: 'C0001: Frankenstein', 'C0002: Night Dragon', 'C0006: Operation Honeybee', 'C0007: FunnyDream', 'C0012: Operation CuckooBees', 'C0014: Operation Wocao', 'C0015: C0015', 'C0017: C0017', 'C0022: Operation Dream Job', 'C0024: SolarWinds Compromise', 'C0025: 2016 Ukraine Electric Power Attack'"
8.776797637187712e+252,What campaigns used attack technique 'T1047: Windows Management Instrumentation'?,"The campaigns that used attack technique 'T1047: Windows Management Instrumentation' were: 'C0001: Frankenstein', 'C0007: FunnyDream', 'C0014: Operation Wocao', 'C0015: C0015', 'C0018: C0018', 'C0022: Operation Dream Job', 'C0024: SolarWinds Compromise', 'C0025: 2016 Ukraine Electric Power Attack', 'C0027: C0027'"
2.116516492643879e+214,What campaigns used attack technique 'T1543.003: Windows Service'?,"The campaigns that used attack technique 'T1543.003: Windows Service' were: 'C0006: Operation Honeybee', 'C0012: Operation CuckooBees', 'C0025: 2016 Ukraine Electric Power Attack'"
1.6141055864059495e+132,What campaigns used attack technique 'T1485: Data Destruction'?,The campaigns that used attack technique 'T1485: Data Destruction' were: 'C0034: 2022 Ukraine Electric Power Attack'
2.1115591321306064e+257,What campaigns used attack technique 'T1484.001: Group Policy Modification'?,The campaigns that used attack technique 'T1484.001: Group Policy Modification' were: 'C0034: 2022 Ukraine Electric Power Attack'
2.0018278011654068e-23,What campaigns used attack technique 'T1036.004: Masquerade Task or Service'?,"The campaigns that used attack technique 'T1036.004: Masquerade Task or Service' were: 'C0001: Frankenstein', 'C0017: C0017', 'C0024: SolarWinds Compromise', 'C0034: 2022 Ukraine Electric Power Attack'"
9.480525731533978e+217,What campaigns used attack technique 'T1095: Non-Application Layer Protocol'?,"The campaigns that used attack technique 'T1095: Non-Application Layer Protocol' were: 'C0014: Operation Wocao', 'C0021: C0021', 'C0029: Cutting Edge', 'C0034: 2022 Ukraine Electric Power Attack'"
2.951624506739402e-75,What campaigns used attack technique 'T1572: Protocol Tunneling'?,"The campaigns that used attack technique 'T1572: Protocol Tunneling' were: 'C0004: CostaRicto', 'C0027: C0027', 'C0029: Cutting Edge', 'C0032: C0032', 'C0034: 2022 Ukraine Electric Power Attack'"
2.351062155837994e-76,What campaigns used attack technique 'T1053.005: Scheduled Task'?,"The campaigns that used attack technique 'T1053.005: Scheduled Task' were: 'C0001: Frankenstein', 'C0004: CostaRicto', 'C0012: Operation CuckooBees', 'C0014: Operation Wocao', 'C0017: C0017', 'C0022: Operation Dream Job', 'C0024: SolarWinds Compromise', 'C0030: Triton Safety Instrumented System Attack', 'C0032: C0032', 'C0034: 2022 Ukraine Electric Power Attack'"
6.01391519218947e-154,What campaigns used attack technique 'T1543.002: Systemd Service'?,The campaigns that used attack technique 'T1543.002: Systemd Service' were: 'C0034: 2022 Ukraine Electric Power Attack'
3.98475606350978e+252,What campaigns used attack technique 'T1505.003: Web Shell'?,"The campaigns that used attack technique 'T1505.003: Web Shell' were: 'C0012: Operation CuckooBees', 'C0014: Operation Wocao', 'C0017: C0017', 'C0029: Cutting Edge', 'C0032: C0032', 'C0034: 2022 Ukraine Electric Power Attack'"
9.162813857622672e-72,What campaigns used attack technique 'T1583.001: Domains'?,"The campaigns that used attack technique 'T1583.001: Domains' were: 'C0004: CostaRicto', 'C0005: Operation Spalax', 'C0006: Operation Honeybee', 'C0007: FunnyDream', 'C0010: C0010', 'C0011: C0011', 'C0016: Operation Dust Storm', 'C0021: C0021', 'C0022: Operation Dream Job', 'C0023: Operation Ghost', 'C0024: SolarWinds Compromise', 'C0026: C0026'"
9.451173314920814e+179,What campaigns used attack technique 'T1584.001: Domains'?,"The campaigns that used attack technique 'T1584.001: Domains' were: 'C0010: C0010', 'C0021: C0021', 'C0022: Operation Dream Job', 'C0024: SolarWinds Compromise'"
5.0303759183674035e+175,What campaigns used attack technique 'T1189: Drive-by Compromise'?,"The campaigns that used attack technique 'T1189: Drive-by Compromise' were: 'C0010: C0010', 'C0016: Operation Dust Storm'"
1.4273848886761468e+228,What campaigns used attack technique 'T1608.004: Drive-by Target'?,The campaigns that used attack technique 'T1608.004: Drive-by Target' were: 'C0010: C0010'
9.162813858567266e-72,What campaigns used attack technique 'T1587.001: Malware'?,"The campaigns that used attack technique 'T1587.001: Malware' were: 'C0004: CostaRicto', 'C0010: C0010', 'C0013: Operation Sharpshooter', 'C0014: Operation Wocao', 'C0022: Operation Dream Job', 'C0023: Operation Ghost', 'C0024: SolarWinds Compromise', 'C0030: Triton Safety Instrumented System Attack'"
2.1723660399686781e-153,What campaigns used attack technique 'T1588.002: Tool'?,"The campaigns that used attack technique 'T1588.002: Tool' were: 'C0001: Frankenstein', 'C0002: Night Dragon', 'C0004: CostaRicto', 'C0005: Operation Spalax', 'C0007: FunnyDream', 'C0010: C0010', 'C0012: Operation CuckooBees', 'C0014: Operation Wocao', 'C0015: C0015', 'C0017: C0017', 'C0018: C0018', 'C0021: C0021', 'C0022: Operation Dream Job', 'C0027: C0027', 'C0029: Cutting Edge', 'C0030: Triton Safety Instrumented System Attack', 'C0032: C0032'"
2.6626301756391224e-61,What campaigns used attack technique 'T1608.001: Upload Malware'?,"The campaigns that used attack technique 'T1608.001: Upload Malware' were: 'C0002: Night Dragon', 'C0005: Operation Spalax', 'C0010: C0010', 'C0011: C0011', 'C0013: Operation Sharpshooter', 'C0021: C0021', 'C0022: Operation Dream Job'"
